"split","model","Stage_cat","Cell_type","class","n_cells","mean_prob","q90_prob"
"train","Categorical EM-MMIL","II_III","MAST cells","II_III",10,0.00837849643238309,0.0102647918862397
"train","Categorical EM-MMIL","II_III","Undetermined","II_III",1,0.00781917604423768,0.00781917604423768
"train","Categorical EM-MMIL","II_III","NK cells","II_III",31,0.00774915265803712,0.00947183177442468
"train","Categorical EM-MMIL","II_III","T lymphocytes","II_III",256,0.00754749785012242,0.00880147030239648
"train","Categorical EM-MMIL","II_III","B lymphocytes","II_III",62,0.006860069019021,0.00877035164692828
"train","Categorical EM-MMIL","II_III","Myeloid cells","II_III",121,0.00655175907231365,0.00820439651196187
"train","Categorical EM-MMIL","II_III","Epithelial cells","II_III",39,0.00290319273977558,0.00622650897058972
"train","Categorical EM-MMIL","II_III","Endothelial cells","II_III",3,0.00265418652820298,0.00342535937544328
"train","Categorical EM-MMIL","II_III","NK cells","IV",31,0.713595736286894,0.80451807768653
"train","Categorical EM-MMIL","II_III","Undetermined","IV",1,0.68912806123315,0.68912806123315
"train","Categorical EM-MMIL","II_III","B lymphocytes","IV",62,0.636090467367516,0.721842899507042
"train","Categorical EM-MMIL","II_III","Myeloid cells","IV",121,0.603906254518663,0.893815399343442
"train","Categorical EM-MMIL","II_III","T lymphocytes","IV",256,0.594607622472201,0.688532338188081
"train","Categorical EM-MMIL","II_III","Oligodendrocytes","IV",10,0.556958267224862,0.657035409140137
"train","Categorical EM-MMIL","II_III","Epithelial cells","IV",39,0.44692690384226,0.978805134259913
"train","Categorical EM-MMIL","II_III","Endothelial cells","IV",3,0.316981953645002,0.358483421864753
"train","Categorical EM-MMIL","II_III","MAST cells","IV",10,0.150624851630358,0.178580614936237
"train","Categorical EM-MMIL","II_III","Fibroblasts","IV",31,0.146899227704959,0.220984300628262
